,kepid,kepoi_name,kepler_name,koi_kepmag,system,# TTV,# non TTV,size_sys,circumbinary_flag,# stars,eccentricity,eccentric?
587,4346178,K02652.01,Kepler-1304 b,15.022,Kepler-1304,0,1,1,0,1,[None],False
588,8631504,K02503.01,Kepler-1846 b,14.146,Kepler-1846,0,1,1,0,1,[None],False
589,6767840,K02506.01,Kepler-1262 b,15.18,Kepler-1262,0,1,1,0,1,[None],False
590,8379705,K02507.01,Kepler-1847 b,15.859,Kepler-1847,0,1,1,0,1,[None],False
591,11037511,K02580.01,Kepler-1281 b,15.79,Kepler-1281,0,1,1,0,1,[None],False
592,11818872,K02581.01,Kepler-1860 b,13.463,Kepler-1860,0,1,1,0,1,[None],False
593,5513012,K02668.01,Kepler-1310 b,14.159,Kepler-1310,0,1,1,0,1,[None],False
594,7047363,K02432.01,Kepler-1236 b,15.956,Kepler-1236,0,1,1,0,1,[None],False
595,11968463,K02433.02,Kepler-385 b,15.212,Kepler-385,0,3,3,0,1,"[None, None, None]",False
597,9827149,K02586.01,Kepler-1282 b,15.545,Kepler-1282,0,1,1,0,1,[None],False
598,12156347,K02588.01,Kepler-1687 b,15.484,Kepler-1687,0,1,1,0,1,[None],False
599,9893318,K02660.01,Kepler-1307 b,15.394,Kepler-1307,0,1,1,0,1,[None],False
601,10468885,K02589.01,Kepler-1284 b,15.645,Kepler-1284,0,1,1,0,1,[None],False
602,10489206,K00251.01,Kepler-125 b,14.752,Kepler-125,0,14,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
603,3426367,K02662.01,Kepler-1308 b,14.488,Kepler-1308,0,1,1,0,1,[None],False
604,6867555,K02439.01,Kepler-1239 b,15.438,Kepler-1239,0,1,1,0,1,[None],False
606,7183745,K02521.01,Kepler-1266 b,15.86,Kepler-1266,0,2,2,0,1,"[None, None]",False
607,8212002,K02593.01,Kepler-1285 b,11.714,Kepler-1285,0,1,1,0,1,[None],False
608,5514383,K00257.01,Kepler-506 b,10.868,Kepler-506,0,1,1,0,1,[None],False
609,9177629,K02522.01,Kepler-1848 b,13.713,Kepler-1848,0,1,1,0,1,[None],False
610,11288051,K00241.03,Kepler-124 b,14.139,Kepler-124,0,14,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
611,9837685,K02461.01,Kepler-1247 b,15.935,Kepler-1247,0,1,1,0,1,[None],False
612,1849702,K02538.01,Kepler-1854 b,14.125,Kepler-1854,0,1,1,0,1,[None],False
614,11187837,K00252.01,Kepler-1663 b,15.613,Kepler-1663,0,1,1,0,1,[None],False
616,12469800,K02543.01,Kepler-1856 b,15.351,Kepler-1856,0,1,1,0,1,[None],False
617,4915638,K02617.01,Kepler-1291 b,15.868,Kepler-1291,0,1,1,0,1,[None],False
618,8081905,K02619.01,Kepler-1292 b,15.934,Kepler-1292,0,1,1,0,1,[None],False
619,11465950,K02620.01,Kepler-1862 b,15.869,Kepler-1862,0,1,1,0,1,[None],False
620,4665571,K02393.01,Kepler-1834 b,14.903,Kepler-1834,0,2,2,0,1,"[None, 0.0]",False
621,11818607,K02467.01,Kepler-1839 b,14.63,Kepler-1839,0,1,1,0,1,[None],False
622,6149910,K02469.01,Kepler-1840 b,15.048,Kepler-1840,0,1,1,0,1,[None],False
623,5436013,K02471.01,Kepler-1841 b,14.556,Kepler-1841,0,1,1,0,1,[None],False
624,8676148,K02544.01,Kepler-1273 b,15.826,Kepler-1273,0,1,1,0,1,[None],False
626,11752906,K00253.01,Kepler-2000 b,15.254,Kepler-2000,0,2,2,0,1,"[0.0, 0.0]",False
627,9395719,K02472.01,Kepler-1250 b,15.618,Kepler-1250,0,1,1,0,1,[None],False
628,8753896,K02473.01,Kepler-389 b,15.77,Kepler-389,0,2,2,0,1,"[None, None]",False
630,11337566,K02632.01,Kepler-1298 b,11.392,Kepler-1298,0,1,1,0,1,[None],False
631,11403389,K02482.01,Kepler-1251 b,14.976,Kepler-1251,0,1,1,0,1,[None],False
632,8733898,K02842.01,Kepler-446 b,16.257,Kepler-446,0,3,3,0,1,"[0.0, 0.0, 0.0]",False
633,5871985,K02703.01,Kepler-1318 b,15.165,Kepler-1318,0,1,1,0,1,[None],False
635,9730163,K02704.01,Kepler-445 c,17.475,Kepler-445,0,3,3,0,1,"[0.0, 0.0, 0.0]",False
637,10591855,K02845.01,Kepler-1367 b,15.571,Kepler-1367,0,1,1,0,1,[None],False
638,7749773,K02848.01,Kepler-1882 b,12.458,Kepler-1882,0,1,1,0,1,[None],False
640,10064256,K02849.01,Kepler-1692 b,14.52,Kepler-1692,0,1,1,0,1,[None],False
642,6521045,K00041.02,Kepler-100 b,11.197,Kepler-100,0,14,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
644,5272233,K02711.01,Kepler-400 b,13.642,Kepler-400,0,2,2,0,1,"[None, None]",False
645,6345732,K02857.01,Kepler-1370 b,13.701,Kepler-1370,0,2,2,0,1,"[None, None]",False
646,7769819,K02778.01,Kepler-1342 b,15.392,Kepler-1342,0,1,1,0,1,[None],False
647,10397751,K02859.01,Kepler-1371 b,13.851,Kepler-1371,0,2,2,0,1,"[None, None]",False
648,6356692,K02948.01,Kepler-1888 b,11.926,Kepler-1888,0,1,1,0,1,[None],False
649,9837661,K02715.02,Kepler-1321 c,16.835,Kepler-1321,0,3,3,0,1,"[None, None, None]",False
650,9837661,K02715.03,Kepler-1321 d,16.835,Kepler-1321,0,3,3,0,1,"[None, None, None]",False
651,9092504,K02716.01,Kepler-1322 b,15.81,Kepler-1322,0,2,2,0,1,"[None, None]",False
653,10001368,K02785.01,Kepler-1344 b,14.083,Kepler-1344,0,1,1,0,1,[None],False
654,8885643,K02789.01,Kepler-1346 b,14.497,Kepler-1346,0,1,1,0,1,[None],False
655,5652893,K02790.01,Kepler-1347 b,13.38,Kepler-1347,0,1,1,0,1,[None],False
657,9467404,K02717.01,Kepler-1323 b,12.41,Kepler-1323,0,1,1,0,1,[None],False
658,5184911,K02719.01,Kepler-1324 b,15.141,Kepler-1324,0,1,1,0,1,[None],False
659,11127479,K02792.01,Kepler-1349 b,11.126,Kepler-1349,0,1,1,0,1,[None],False
660,8884274,K02868.01,Kepler-1374 b,15.97,Kepler-1374,0,1,1,0,1,[None],False
661,7767162,K02869.01,Kepler-1375 b,13.749,Kepler-1375,0,1,1,0,1,[None],False
662,7673192,K02722.02,Kepler-402 e,13.268,Kepler-402,0,4,4,0,1,"[None, None, None, None]",False
664,7670943,K00269.01,Kepler-1713 b,10.927,Kepler-1713,0,1,1,0,1,[None],False
665,5905822,K02801.01,Kepler-1876 b,10.787,Kepler-1876,0,1,1,0,1,[0.098],False
666,8801316,K02956.01,Kepler-1394 b,11.801,Kepler-1394,0,1,1,0,1,[None],False
667,3346154,K02723.01,Kepler-1871 b,14.575,Kepler-1871,0,1,1,0,1,[None],False
668,9898447,K02803.01,Kepler-1877 b,12.258,Kepler-1877,0,1,1,0,1,[None],False
669,6521045,K00041.03,Kepler-100 d,11.197,Kepler-100,0,14,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
671,12008872,K02729.01,Kepler-1327 b,13.914,Kepler-1327,0,1,1,0,1,[None],False
672,9886361,K02732.01,Kepler-403 b,12.805,Kepler-403,0,3,3,0,1,"[None, None, None]",False
673,6528464,K00270.01,Kepler-449 b,11.411,Kepler-449,0,2,2,0,1,"[0.03, 0.05]",False
674,5209845,K02883.01,Kepler-1378 b,15.911,Kepler-1378,0,1,1,0,1,[None],False
675,6129524,K02886.01,Kepler-1379 b,15.919,Kepler-1379,0,1,1,0,1,[None],False
676,5794570,K02675.01,Kepler-1312 b,12.43,Kepler-1312,0,2,2,0,1,"[None, None]",False
677,5794570,K02675.02,Kepler-1312 c,12.43,Kepler-1312,0,2,2,0,1,"[None, None]",False
678,6779260,K02678.01,Kepler-1313 b,11.799,Kepler-1313,0,1,1,0,1,[None],False
680,5953297,K02733.01,Kepler-1688 b,14.009,Kepler-1688,0,1,1,0,1,[None],False
681,9472074,K02735.01,Kepler-1873 b,15.6,Kepler-1873,0,1,1,0,1,[None],False
682,10842192,K02736.01,Kepler-1329 b,15.911,Kepler-1329,0,1,1,0,1,[None],False
683,11283615,K02816.01,Kepler-1355 b,15.471,Kepler-1355,0,1,1,0,1,[None],False
684,7605093,K02817.01,Kepler-1356 b,15.76,Kepler-1356,0,1,1,0,1,[None],False
686,4831728,K02739.01,Kepler-1330 b,15.017,Kepler-1330,0,1,1,0,1,[None],False
687,11963206,K02820.01,Kepler-1357 b,15.273,Kepler-1357,0,1,1,0,1,[None],False
688,6937402,K02894.01,Kepler-1380 b,15.619,Kepler-1380,0,1,1,0,1,[None],False
689,7202957,K02687.01,Kepler-1869 c,10.158,Kepler-1869,0,2,2,0,1,"[None, 0.0]",False
690,8095441,K02743.01,Kepler-1332 b,13.756,Kepler-1332,0,1,1,0,1,[None],False
691,7202957,K02687.02,Kepler-1869 b,10.158,Kepler-1869,0,2,2,0,1,"[0.0, None]",False
692,6521045,K00041.01,Kepler-100 c,11.197,Kepler-100,0,14,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
693,5369827,K02690.01,Kepler-1870 b,13.461,Kepler-1870,0,1,1,0,1,[None],False
694,6586746,K02747.01,Kepler-1335 b,15.329,Kepler-1335,0,1,1,0,1,[None],False
695,6197215,K02829.01,Kepler-1879 b,12.824,Kepler-1879,0,1,1,0,1,[None],False
696,5609593,K02834.01,Kepler-1362 b,15.839,Kepler-1362,0,1,1,0,1,[None],False
697,11414465,K02836.01,Kepler-1363 b,15.29,Kepler-1363,0,1,1,0,1,[None],False
698,9475552,K02694.01,Kepler-1315 b,14.975,Kepler-1315,0,2,2,0,1,"[None, None]",False
699,9475552,K02694.02,Kepler-1315 c,14.975,Kepler-1315,0,2,2,0,1,"[None, None]",False
701,11565924,K02837.01,Kepler-1364 b,13.228,Kepler-1364,0,1,1,0,1,[None],False
703,6186964,K02839.01,Kepler-1366 b,15.877,Kepler-1366,0,1,1,0,1,[None],False
704,6690836,K02699.01,Kepler-1317 b,15.23,Kepler-1317,0,1,1,0,1,[None],False
705,7877978,K02760.01,Kepler-1874 b,14.889,Kepler-1874,0,1,1,0,1,[None],False
707,3642289,K00301.01,Kepler-135 b,12.73,Kepler-135,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]",False
708,3642289,K00301.02,Kepler-135 c,12.73,Kepler-135,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]",False
709,6029239,K00304.01,Kepler-518 b,12.549,Kepler-518,0,1,1,0,1,[None],False
710,12404954,K00361.01,Kepler-537 b,13.1,Kepler-537,0,1,1,0,1,[None],False
711,9020114,K03088.01,Kepler-1901 b,14.953,Kepler-1901,0,1,1,0,1,[None],False
714,6289257,K00307.01,Kepler-520 b,12.797,Kepler-520,0,2,2,0,1,"[None, None]",False
715,7175184,K00369.01,Kepler-144 b,11.992,Kepler-144,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
716,9650989,K03095.01,Kepler-1905 b,15.067,Kepler-1905,0,1,1,0,1,[None],False
717,6289257,K00307.02,Kepler-520 c,12.797,Kepler-520,0,2,2,0,1,"[None, None]",False
719,7175184,K00369.02,Kepler-144 c,11.992,Kepler-144,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
720,7582689,K03097.03,Kepler-431 c,11.973,Kepler-431,0,3,3,0,1,"[None, None, None]",False
721,7419318,K00313.01,Kepler-137 c,12.99,Kepler-137,0,14,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
722,7419318,K00313.02,Kepler-137 b,12.99,Kepler-137,0,14,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
725,7364176,K00373.01,Kepler-1718 b,12.765,Kepler-1718,0,1,1,0,1,[None],False
726,7700622,K00315.01,Kepler-1716 b,12.968,Kepler-1716,0,1,1,0,1,[None],False
729,3756264,K03108.01,Kepler-1906 b,14.941,Kepler-1906,0,1,1,0,1,[None],False
730,8753657,K00321.01,Kepler-406 b,12.52,Kepler-406,0,2,2,0,1,"[None, None]",False
731,3942670,K00392.01,Kepler-147 c,13.954,Kepler-147,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, 0.0]",False
732,7676423,K03113.01,Kepler-1430 b,15.245,Kepler-1430,0,1,1,0,1,[None],False
733,9139084,K00323.01,Kepler-523 b,12.465,Kepler-523,0,1,1,0,1,[None],False
734,3446746,K00385.01,Kepler-542 b,13.435,Kepler-542,0,1,1,0,1,[None],False
735,9881662,K00327.01,Kepler-140 b,12.996,Kepler-140,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
736,9881662,K00327.02,Kepler-140 c,12.996,Kepler-140,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
737,3733628,K00387.01,Kepler-543 b,13.577,Kepler-543,0,1,1,0,1,[None],False
738,9907129,K03127.01,Kepler-1436 b,14.93,Kepler-1436,0,1,1,0,1,[None],False
739,9527334,K00049.01,Kepler-461 b,13.704,Kepler-461,0,1,1,0,1,[None],False
740,11361646,K00330.01,Kepler-524 b,13.928,Kepler-524,0,2,2,0,1,"[None, None]",False
741,3964109,K00393.01,Kepler-544 b,13.542,Kepler-544,0,1,1,0,1,[None],False
742,3544595,K00069.01,Kepler-93 b,9.931,Kepler-93,0,13,13,0,1,"[0.0, None, None, None, None, None, None, None, None, None, None, None, None]",False
743,9714550,K03048.01,Kepler-1695 b,14.651,Kepler-1695,0,1,1,0,1,[None],False
744,11455181,K03131.01,Kepler-1437 b,15.591,Kepler-1437,0,1,1,0,1,[None],False
745,10290666,K00332.01,Kepler-526 b,13.046,Kepler-526,0,1,1,0,1,[None],False
746,10545066,K00337.01,Kepler-528 b,13.936,Kepler-528,0,1,1,0,1,[None],False
747,10552611,K00338.01,Kepler-141 c,13.448,Kepler-141,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
748,10587105,K00339.01,Kepler-529 b,13.763,Kepler-529,0,3,3,0,1,"[None, None, None]",False
749,10587105,K00339.02,Kepler-529 c,13.763,Kepler-529,0,3,3,0,1,"[None, None, None]",False
750,11090556,K02977.01,Kepler-1398 b,13.71,Kepler-1398,0,2,2,0,1,"[None, None]",False
752,1717722,K03145.01,Kepler-1977 b,15.689,Kepler-1977,0,1,1,0,1,[0.0],False
758,10924562,K03063.01,Kepler-1422 b,15.665,Kepler-1422,0,1,1,0,1,[None],False
760,11074541,K00345.01,Kepler-531 b,13.34,Kepler-531,0,1,1,0,1,[None],False
761,11100383,K00346.01,Kepler-532 b,13.524,Kepler-532,0,1,1,0,1,[None],False
762,6636320,K02989.01,Kepler-1892 b,15.411,Kepler-1892,0,1,1,0,1,[None],False
763,10933561,K00291.02,Kepler-133 b,12.848,Kepler-133,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]",False
765,11394027,K00349.01,Kepler-1664 b,13.586,Kepler-1664,0,1,1,0,1,[None],False
766,5520547,K02990.01,Kepler-1401 b,14.982,Kepler-1401,0,1,1,0,1,[None],False
768,4143755,K00281.01,Kepler-510 b,11.947,Kepler-510,0,1,1,0,1,[None],False
769,11547513,K00295.01,Kepler-134 b,12.324,Kepler-134,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
770,11802615,K00296.01,Kepler-513 b,12.935,Kepler-513,0,1,1,0,1,[None],False
771,12021625,K02996.01,Kepler-1404 b,15.688,Kepler-1404,0,1,1,0,1,[None],False
772,4175630,K02998.01,Kepler-1405 b,15.873,Kepler-1405,0,1,1,0,1,[None],False
773,8430964,K03078.01,Kepler-1900 b,15.33,Kepler-1900,0,1,1,0,1,[None],False
776,2692377,K00299.01,Kepler-98 b,12.899,Kepler-98,0,11,11,0,1,"[None, None, None, None, None, None, None, None, None, None, None]",False
777,11568987,K00354.01,Kepler-534 b,13.235,Kepler-534,0,2,2,0,1,"[None, None]",False
778,11621223,K00355.01,Kepler-535 b,13.174,Kepler-535,0,1,1,0,1,[None],False
782,8367113,K00575.01,Kepler-606 b,14.686,Kepler-606,0,1,1,0,1,[None],False
783,10934674,K00477.01,Kepler-567 b,14.687,Kepler-567,0,1,1,0,1,[None],False
784,10990886,K00478.01,Kepler-568 b,14.273,Kepler-568,0,1,1,0,1,[None],False
785,11015323,K00479.01,Kepler-569 b,14.106,Kepler-569,0,1,1,0,1,[None],False
786,11134879,K00480.01,Kepler-570 b,14.332,Kepler-570,0,1,1,0,1,[None],False
788,8934495,K00524.01,Kepler-1721 b,14.868,Kepler-1721,0,1,1,0,1,[None],False
790,9157634,K00526.01,Kepler-586 b,14.427,Kepler-586,0,1,1,0,1,[None],False
791,8616637,K00579.01,Kepler-190 b,14.137,Kepler-190,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
792,8616637,K00579.02,Kepler-190 c,14.137,Kepler-190,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
793,8625925,K00580.01,Kepler-609 b,14.856,Kepler-609,0,1,1,0,1,[None],False
797,11497977,K00483.01,Kepler-571 b,14.675,Kepler-571,0,1,1,0,1,[None],False
800,10266615,K00530.01,Kepler-587 b,14.909,Kepler-587,0,1,1,0,1,[None],False
801,10717241,K00430.01,Kepler-551 b,14.897,Kepler-551,0,1,1,0,1,[None],False
803,12061222,K00484.01,Kepler-572 b,14.472,Kepler-572,0,1,1,0,1,[None],False
804,12404305,K00486.01,Kepler-573 b,14.118,Kepler-573,0,1,1,0,1,[None],False
805,12834874,K00487.01,Kepler-574 b,14.528,Kepler-574,0,1,1,0,1,[None],False
806,2557816,K00488.01,Kepler-575 b,14.72,Kepler-575,0,1,1,0,1,[None],False
807,10454313,K00532.01,Kepler-588 b,14.708,Kepler-588,0,1,1,0,1,[None],False
808,10513530,K00533.01,Kepler-589 b,14.68,Kepler-589,0,2,2,0,1,"[None, None]",False
810,10554999,K00534.01,Kepler-179 c,14.613,Kepler-179,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
811,9076513,K00583.01,Kepler-611 b,14.573,Kepler-611,0,1,1,0,1,[None],False
814,9279669,K00585.01,Kepler-612 b,14.911,Kepler-612,0,1,1,0,1,[None],False
816,10187017,K00082.01,Kepler-102 e,11.492,Kepler-102,0,15,15,0,1,"[0.089, 0.092, None, None, None, None, None, None, None, None, None, None, 0.1, 0.094, 0.1]",False
817,10554999,K00534.02,Kepler-179 b,14.613,Kepler-179,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
818,11073351,K00537.01,Kepler-592 b,14.665,Kepler-592,0,1,1,0,1,[None],False
819,11090765,K00538.01,Kepler-593 b,14.56,Kepler-593,0,1,1,0,1,[None],False
820,9570741,K00586.01,Kepler-613 b,14.608,Kepler-613,0,1,1,0,1,[None],False
821,9607164,K00587.01,Kepler-614 b,14.574,Kepler-614,0,1,1,0,1,[None],False
822,9631762,K00588.01,Kepler-615 b,14.337,Kepler-615,0,1,1,0,1,[None],False
824,3559935,K00492.01,Kepler-576 b,14.424,Kepler-576,0,1,1,0,1,[None],False
825,3966801,K00494.01,Kepler-577 b,14.885,Kepler-577,0,1,1,0,1,[None],False
826,11656721,K00541.01,Kepler-594 b,14.748,Kepler-594,0,1,1,0,1,[None],False
829,10676824,K00599.01,Kepler-1724 b,14.854,Kepler-1724,0,1,1,0,1,[None],False
830,10718726,K00600.01,Kepler-618 b,14.827,Kepler-618,0,2,2,0,1,"[None, 0.0]",False
832,2438264,K00440.01,Kepler-156 c,14.172,Kepler-156,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
833,2438264,K00440.02,Kepler-156 b,14.172,Kepler-156,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
834,4757437,K00497.01,Kepler-168 c,14.606,Kepler-168,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
835,10187017,K00082.02,Kepler-102 d,11.492,Kepler-102,0,15,15,0,1,"[0.1, 0.089, 0.092, 0.1, 0.094, None, None, None, None, None, None, None, None, None, None]",False
836,11823054,K00543.01,Kepler-181 c,14.707,Kepler-181,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, 0.0]",False
837,11823054,K00543.02,Kepler-181 b,14.707,Kepler-181,0,13,13,0,1,"[0.0, None, None, None, None, None, None, None, None, None, None, None, None]",False
838,9957627,K00592.01,Kepler-1723 b,14.292,Kepler-1723,0,1,1,0,1,[None],False
839,9958962,K00593.01,Kepler-616 b,14.957,Kepler-616,0,3,3,0,1,"[None, None, None]",False
840,3745690,K00442.02,Kepler-157 b,14.002,Kepler-157,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]",False
841,3833007,K00443.01,Kepler-555 b,14.2,Kepler-555,0,1,1,0,1,[None],False
842,3847138,K00444.01,Kepler-556 b,14.112,Kepler-556,0,1,1,0,1,[None],False
843,4847534,K00499.01,Kepler-579 b,14.272,Kepler-579,0,1,1,0,1,[None],False
848,12600735,K00548.01,Kepler-596 b,14.02,Kepler-596,0,1,1,0,1,[None],False
849,9958962,K00593.03,Kepler-616 d,14.957,Kepler-616,0,3,3,0,1,"[None, None, None]",False
850,10388286,K00596.01,Kepler-617 b,14.818,Kepler-617,0,1,1,0,1,[None],False
851,10600261,K00597.02,Kepler-194 b,14.915,Kepler-194,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]",False
852,4633570,K00446.01,Kepler-158 b,14.427,Kepler-158,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
855,10187017,K00082.03,Kepler-102 f,11.492,Kepler-102,0,15,15,0,1,"[0.1, 0.089, 0.092, 0.1, 0.094, None, None, None, None, None, None, None, None, None, None]",False
856,5340644,K00503.01,Kepler-580 b,15.0,Kepler-580,0,1,1,0,1,[None],False
857,4165473,K00550.01,Kepler-597 b,14.07,Kepler-597,0,1,1,0,1,[None],False
858,4270253,K00551.01,Kepler-183 c,14.943,Kepler-183,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, 0.0]",False
859,4270253,K00551.02,Kepler-183 b,14.943,Kepler-183,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, 0.0, None, None, None]",False
860,10973664,K00601.01,Kepler-619 b,14.697,Kepler-619,0,2,2,0,1,"[None, None]",False
861,10973664,K00601.03,Kepler-619 c,14.697,Kepler-619,0,2,2,0,1,"[None, None]",False
862,12459913,K00602.01,Kepler-620 b,14.647,Kepler-620,0,1,1,0,1,[None],False
